;Region,Year,;Trigger,;Weak Layer,Depth_inches,;Aspect,Day,Elevation_feet,Vertical_inches,Month
Salt Lake,2016,Snowboarder,Depth Hoar,24.0,Northeast,10,9700.0,3600.0,12
Uintas,2016,Skier,New Snow/Old Snow Interface,6.0,Northwest,10,10100.0,2400.0,12
Salt Lake,2016,Skier,Density Change,10.0,East,10,9500.0,3600.0,12
Uintas,2016,Natural,New Snow,16.0,Northeast,10,10100.0,8400.0,12
Uintas,2016,Skier,Facets,30.0,North,11,9800.0,2100.0,12
Uintas,2016,Natural,New Snow,12.0,East,10,10000.0,4800.0,12
Provo,2016,Natural,Facets,20.0,East,11,9500.0,4200.0,12
Skyline,2016,Natural,New Snow/Old Snow Interface,18.0,East,12,10000.0,1800.0,12
Logan,2016,Natural,Depth Hoar,48.0,North,10,9200.0,7200.0,12
Salt Lake,2016,Snowboarder,Unknown,8.0,Northeast,13,9400.0,2400.0,12
Salt Lake,2016,Skier,Facets,14.0,North,13,10000.0,4800.0,12
Salt Lake,2016,Natural,New Snow,6.0,North,14,9800.0,1800.0,12
Salt Lake,2016,Skier,New Snow,6.0,Northeast,14,9900.0,1800.0,12
Salt Lake,2016,Skier,Graupel,20.0,Southeast,15,9400.0,1200.0,12
Logan,2016,Unknown,New Snow/Old Snow Interface,18.0,Southeast,16,8000.0,3000.0,12
Moab,2016,Natural,Facets,42.0,Northeast,16,11400.0,8400.0,12
Moab,2016,Natural,Facets,36.0,Northeast,16,10400.0,7200.0,12
Moab,2016,Natural,Facets,30.0,Northeast,16,29502.3214738959,7189.5353851407,12
Salt Lake,2016,Natural,Density Change,24.0,Northwest,17,10000.0,6000.0,12
Salt Lake,2016,Snowboarder,New Snow/Old Snow Interface,24.0,East,24,10200.0,2400.0,12
Salt Lake,2016,Skier,New Snow/Old Snow Interface,5.0,Northeast,24,9700.0,240.0,12
Ogden,2016,Snowboarder,Density Change,12.0,Northeast,27,7300.0,600.0,12
Ogden,2016,Skier,Density Change,18.0,Northeast,27,7100.0,840.0,12
Ogden,2016,Skier,Unknown,18.0,Northeast,27,6800.0,1800.0,12
Salt Lake,2016,Skier,Density Change,16.0,East,27,9700.0,3000.0,12
Abajos,2016,Natural,New Snow/Old Snow Interface,18.0,East,25,9700.0,600.0,12
Moab,2017,Skier,Density Change,8.0,North,2,11200.0,2100.0,1
Uintas,2017,Skier,New Snow/Old Snow Interface,18.0,Northeast,5,10000.0,4800.0,1
Logan,2017,Natural,Unknown,20.0,East,4,6500.0,6000.0,1
Skyline,2017,Skier,Surface Hoar,24.0,Northeast,6,9600.0,7200.0,1
Salt Lake,2017,Natural,New Snow/Old Snow Interface,8.0,North,8,9800.0,3000.0,1
Salt Lake,2017,Skier,New Snow/Old Snow Interface,8.0,Southeast,8,9700.0,2100.0,1
Logan,2017,Natural,Unknown,48.0,East,9,8800.0,30000.0,1
Salt Lake,2017,Skier,Density Change,15.0,Northeast,10,9200.0,3600.0,1
Uintas,2017,Natural,Unknown,72.0,Northeast,10,9800.0,9600.0,1
Logan,2017,Unknown,Facets,48.0,Northwest,11,7200.0,3000.0,1
Logan,2017,Natural,Facets,60.0,Southeast,12,8300.0,30000.0,1
Salt Lake,2017,Unknown,Graupel,16.0,East,14,9500.0,5400.0,1
Salt Lake,2017,Skier,Density Change,6.0,North,15,10600.0,3000.0,1
Salt Lake,2017,Skier,Density Change,14.0,North,15,10600.0,1800.0,1
Logan,2017,Natural,Unknown,36.0,East,11,9200.0,9600.0,1
Moab,2017,Skier,Facets,36.0,North,16,11000.0,7200.0,1
Salt Lake,2017,Natural,New Snow,5.0,North,21,8100.0,2100.0,1
Ogden,2017,Skier,New Snow/Old Snow Interface,9.0,Northeast,21,8600.0,2400.0,1
Logan,2017,Natural,Facets,48.0,East,11,8500.0,30000.0,1
Salt Lake,2017,Skier,New Snow/Old Snow Interface,14.0,East,21,10000.0,4800.0,1
Southwest,2017,Natural,Density Change,8.0,Southeast,21,8500.0,600.0,1
Moab,2017,Skier,Graupel,19.0,North,21,10400.0,12000.0,1
Salt Lake,2017,Snowboarder,Facets,10.0,Northwest,21,8000.0,840.0,1
Salt Lake,2017,Skier,New Snow/Old Snow Interface,24.0,Northeast,22,10400.0,2400.0,1
Ogden,2017,Unknown,New Snow/Old Snow Interface,6.0,North,22,6200.0,600.0,1
Salt Lake,2017,Natural,New Snow/Old Snow Interface,24.0,East,23,9600.0,7200.0,1
Salt Lake,2017,Skier,New Snow/Old Snow Interface,36.0,North,24,9600.0,2400.0,1
Salt Lake,2017,Skier,New Snow/Old Snow Interface,24.0,Southwest,24,8600.0,7200.0,1
Ogden,2017,Natural,Facets,48.0,North,23,6400.0,960.0,1
Ogden,2017,Unknown,Unknown,36.0,Northeast,23,6700.0,3600.0,1
Ogden,2017,Unknown,Unknown,42.0,North,23,6800.0,5400.0,1
Logan,2017,Natural,Surface Hoar,24.0,Northeast,25,5600.0,4800.0,1
Moab,2017,Natural,New Snow/Old Snow Interface,36.0,East,22,11300.0,12000.0,1
Moab,2017,Natural,Facets,30.0,Northeast,22,11100.0,15000.0,1
Moab,2017,Natural,Facets,30.0,Northeast,22,11100.0,9600.0,1
Skyline,2017,Snowmobiler,Unknown,20.0,North,24,9000.0,360.0,1
Uintas,2017,Skier,Facets,36.0,East,25,10500.0,360.0,1
Salt Lake,2017,Skier,Surface Hoar,20.0,Northwest,25,7900.0,2400.0,1
Uintas,2017,Snowmobiler,Surface Hoar,24.0,North,26,9500.0,1200.0,1
Logan,2017,Unknown,Surface Hoar,24.0,Northwest,26,6600.0,1200.0,1
Salt Lake,2017,Unknown,Unknown,24.0,East,23,10100.0,6000.0,1
Salt Lake,2017,Unknown,New Snow,18.0,Southeast,27,10300.0,15000.0,1
Salt Lake,2017,Skier,Surface Hoar,18.0,Northeast,27,7600.0,1080.0,1
Salt Lake,2017,Skier,Facets,30.0,Southeast,27,9100.0,6000.0,1
Salt Lake,2017,Skier,Facets,24.0,East,27,9400.0,3000.0,1
Salt Lake,2017,Skier,New Snow,12.0,East,27,10700.0,2400.0,1
Skyline,2017,Natural,New Snow/Old Snow Interface,16.0,Southeast,27,10200.0,2400.0,1
Salt Lake,2017,Skier,Surface Hoar,24.0,Northeast,29,7600.0,3600.0,1
Salt Lake,2017,Skier,Facets,18.0,Northwest,29,7000.0,2400.0,1
Salt Lake,2017,Unknown,Unknown,36.0,Northeast,24,10300.0,7200.0,1
Salt Lake,2017,Natural,Unknown,36.0,North,3,9600.0,15000.0,2
Uintas,2017,Skier,Unknown,16.0,East,3,9400.0,720.0,2
Logan,2017,Natural,Wet grains,12.0,West,5,6500.0,8400.0,2
Logan,2017,Natural,Unknown,12.0,West,7,6000.0,3600.0,2
Moab,2017,Natural,Facets,36.0,Northeast,22,11500.0,15000.0,1
Logan,2017,Natural,Unknown,30.0,Northeast,11,8900.0,30000.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,10.0,Northeast,11,10100.0,4800.0,2
Salt Lake,2017,Skier,New Snow,8.0,East,12,10500.0,5400.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,9.0,North,11,9800.0,2400.0,2
Salt Lake,2017,Natural,Graupel,36.0,Northeast,11,10500.0,12000.0,2
Salt Lake,2017,Unknown,New Snow,2.0,East,11,10200.0,3000.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,20.0,Northeast,11,10500.0,5400.0,2
Moab,2017,Skier,New Snow/Old Snow Interface,12.0,North,13,11600.0,6000.0,2
Salt Lake,2017,Natural,Graupel,30.0,Northeast,11,10300.0,3600.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,8.0,Northwest,13,9300.0,6000.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,3.0,North,16,10000.0,480.0,2
Salt Lake,2017,Skier,Unknown,11.0,North,16,9500.0,1200.0,2
Salt Lake,2017,Skier,Facets,10.0,North,16,9600.0,840.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,4.0,Northeast,18,9400.0,1200.0,2
Logan,2017,Skier,New Snow/Old Snow Interface,8.0,Unknown,18,7600.0,2400.0,2
Salt Lake,2017,Skier,New Snow,4.0,Northeast,19,9600.0,1800.0,2
Salt Lake,2017,Snowboarder,Unknown,8.0,Northeast,19,10000.0,1200.0,2
Salt Lake,2017,Snowboarder,New Snow/Old Snow Interface,10.0,North,19,10200.0,2400.0,2
Salt Lake,2017,Snowboarder,Facets,10.0,Northeast,19,9400.0,2400.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,10.0,East,19,10400.0,3000.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,12.0,North,19,10500.0,7200.0,2
Salt Lake,2017,Skier,New Snow/Old Snow Interface,4.0,East,20,8400.0,4800.0,2
Logan,2017,Skier,Facets,14.0,Northeast,20,8300.0,840.0,2
Uintas,2017,Natural,New Snow/Old Snow Interface,12.0,Northeast,20,9800.0,2400.0,2
Salt Lake,2017,Snowboarder,Facets,36.0,North,22,9300.0,3000.0,2
Salt Lake,2017,Natural,New Snow/Old Snow Interface,36.0,East,24,10200.0,6000.0,2
Uintas,2017,Natural,Unknown,12.0,East,26,9900.0,960.0,2
Provo,2017,Skier,New Snow/Old Snow Interface,10.0,East,25,9200.0,3600.0,2
Logan,2017,Natural,New Snow/Old Snow Interface,24.0,Southeast,28,9300.0,8400.0,2
Skyline,2017,Skier,New Snow/Old Snow Interface,3.0,West,7,8700.0,360.0,3
Salt Lake,2017,Skier,Density Change,16.0,Northeast,8,10200.0,4200.0,3
Logan,2017,Unknown,Facets,48.0,East,11,8800.0,4800.0,3
Salt Lake,2017,Skier,Density Change,4.0,East,14,9100.0,3600.0,3
Logan,2017,Snowboarder,New Snow/Old Snow Interface,12.0,North,24,9200.0,2400.0,3
Salt Lake,2017,Skier,New Snow/Old Snow Interface,6.0,Northeast,24,10600.0,7200.0,3
Salt Lake,2017,Skier,Graupel,7.0,North,25,9900.0,1200.0,3
Logan,2017,Skier,New Snow,6.0,North,25,7200.0,1200.0,3
Salt Lake,2017,Snowboarder,New Snow/Old Snow Interface,6.0,Northeast,26,10000.0,3600.0,3
Salt Lake,2017,Skier,New Snow/Old Snow Interface,12.0,Northeast,28,10300.0,840.0,3
Salt Lake,2017,Skier,New Snow/Old Snow Interface,8.0,East,28,10500.0,3600.0,3
Provo,2017,Skier,New Snow,14.0,Northeast,31,10000.0,4800.0,3
Logan,2017,Snowboarder,New Snow,10.0,North,8,9700.0,4800.0,4
Salt Lake,2017,Natural,Graupel,7.0,Southeast,10,9500.0,3000.0,4
Salt Lake,2017,Hiker,New Snow/Old Snow Interface,10.0,Northeast,11,10100.0,2400.0,4
Salt Lake,2017,Skier,Unknown,18.0,East,15,8800.0,3000.0,4
Salt Lake,2017,Skier,New Snow/Old Snow Interface,3.0,Northeast,21,10000.0,840.0,4
Salt Lake,2017,Skier,New Snow/Old Snow Interface,16.0,East,25,10300.0,7200.0,4
Salt Lake,2017,Skier,New Snow/Old Snow Interface,10.0,Northeast,25,9000.0,2100.0,4
Salt Lake,2017,Skier,New Snow,12.0,Northwest,25,10200.0,4800.0,4
Logan,2017,Skier,New Snow,10.0,North,26,7900.0,1200.0,4
Salt Lake,2017,Skier,New Snow,8.0,Southeast,27,9300.0,840.0,4
Salt Lake,2017,Skier,Density Change,8.0,Southeast,27,10200.0,3600.0,4
Salt Lake,2017,Skier,New Snow/Old Snow Interface,10.0,Northwest,27,9700.0,3600.0,4
Salt Lake,2017,Skier,Graupel,12.0,East,29,9600.0,2400.0,4
Salt Lake,2017,Skier,New Snow/Old Snow Interface,6.0,East,29,8600.0,2400.0,4
Uintas,2017,Skier,Wet grains,3.0,East,2,11500.0,15000.0,6
Salt Lake,2017,Unknown,Facets,24.0,North,18,10100.0,960.0,11
Uintas,2017,Natural,Facets,42.0,Northeast,17,11000.0,6000.0,11
Salt Lake,2017,Skier,New Snow,12.0,East,23,10400.0,2400.0,12
Salt Lake,2017,Snowboarder,New Snow/Old Snow Interface,18.0,Northeast,23,9800.0,3600.0,12
Skyline,2017,Natural,Facets,12.0,North,25,9600.0,1200.0,12
Uintas,2017,Natural,Unknown,12.0,Northeast,26,9800.0,960.0,12
Uintas,2017,Snowmobiler,Facets,36.0,Northeast,26,9800.0,3600.0,12
Uintas,2017,Snowmobiler,Facets,24.0,Northeast,26,8000.0,480.0,12
Salt Lake,2017,Skier,Facets,12.0,North,26,9800.0,840.0,12
Uintas,2017,Snowmobiler,Facets,48.0,Northeast,26,10200.0,2400.0,12
Uintas,2017,Natural,Facets,30.0,Northeast,26,10400.0,3000.0,12
Salt Lake,2017,Skier,Depth Hoar,20.0,Northeast,27,9300.0,2400.0,12
Uintas,2017,Snowmobiler,Facets,48.0,Northeast,27,10200.0,7200.0,12
Uintas,2017,Snowmobiler,Ground Interface,16.0,North,26,8500.0,4800.0,12
Salt Lake,2017,Natural,Facets,15.0,Northeast,27,9200.0,4200.0,12
Salt Lake,2017,Skier,New Snow/Old Snow Interface,24.0,East,28,9400.0,6000.0,12
Logan,2017,Natural,Facets,12.0,Southwest,29,7100.0,360.0,12
Salt Lake,2017,Skier,Facets,12.0,North,27,9700.0,240.0,12
Logan,2017,Natural,Facets,8.0,Southeast,29,7000.0,360.0,12
Salt Lake,2017,Skier,Facets,20.0,Northeast,29,10200.0,6000.0,12
Skyline,2017,Natural,Facets,10.0,North,25,10200.0,3000.0,12
Salt Lake,2017,Natural,Depth Hoar,6.0,Northeast,24,7100.0,120.0,12
Logan,2017,Unknown,Facets,48.0,East,29,9200.0,3600.0,12
Salt Lake,2018,Unknown,Unknown,24.0,Northeast,7,8900.0,7200.0,1
Salt Lake,2018,Skier,Facets,12.0,Northeast,7,9300.0,2400.0,1
Salt Lake,2018,Skier,New Snow/Old Snow Interface,14.0,East,10,10300.0,3600.0,1
Salt Lake,2018,Skier,Facets,12.0,North,10,10200.0,4800.0,1
Salt Lake,2018,Natural,Unknown,24.0,East,11,9300.0,720.0,1
Salt Lake,2018,Snowmobiler,Depth Hoar,24.0,Northeast,13,9300.0,3600.0,1
Skyline,2018,Natural,Facets,10.0,North,10,10400.0,3000.0,1
Salt Lake,2018,Snowboarder,Facets,30.0,Northwest,13,9200.0,840.0,1
Logan,2018,Snowmobiler,Facets,36.0,Northeast,13,9200.0,1080.0,1
Salt Lake,2018,Natural,New Snow/Old Snow Interface,12.0,Northeast,13,10200.0,12000.0,1
Uintas,2018,Skier,Facets,18.0,Northeast,13,9900.0,8400.0,1
Uintas,2018,Snowmobiler,Facets,72.0,Northeast,14,10000.0,8400.0,1
Salt Lake,2018,Skier,Facets,30.0,West,16,9800.0,3600.0,1
Uintas,2018,Snowmobiler,Facets,36.0,Northeast,15,10500.0,3600.0,1
Salt Lake,2018,Skier,New Snow/Old Snow Interface,36.0,North,20,9500.0,9600.0,1
Salt Lake,2018,Snowmobiler,Ground Interface,30.0,Northeast,21,9800.0,3000.0,1
Salt Lake,2018,Snowmobiler,Facets,30.0,Northeast,21,9800.0,6000.0,1
Salt Lake,2018,Natural,Unknown,24.0,Northwest,21,9200.0,1200.0,1
Uintas,2018,Snowmobiler,Facets,36.0,Northeast,23,10400.0,5400.0,1
Logan,2018,Skier,New Snow/Old Snow Interface,6.0,Northeast,23,9000.0,1200.0,1
Salt Lake,2018,Skier,Facets,24.0,Northeast,24,9300.0,3600.0,1
Skyline,2018,Snowmobiler,Facets,36.0,Northeast,24,10100.0,2100.0,1
Uintas,2018,Skier,New Snow,15.0,North,25,10200.0,7200.0,1
Salt Lake,2018,Skier,Facets,36.0,East,26,9700.0,12000.0,1
Salt Lake,2018,Natural,Facets,54.0,Northwest,25,9700.0,12000.0,1
Salt Lake,2018,Unknown,Facets,36.0,Northeast,27,9600.0,6000.0,1
Uintas,2018,Snowmobiler,Depth Hoar,48.0,Northeast,1,10400.0,4800.0,2
Uintas,2018,Snowmobiler,Facets,36.0,Northeast,31,8800.0,3600.0,1
Logan,2018,Natural,New Snow/Old Snow Interface,12.0,East,30,9200.0,5400.0,1
Salt Lake,2018,Skier,New Snow/Old Snow Interface,18.0,South,15,9800.0,9600.0,2
Uintas,2018,Skier,New Snow/Old Snow Interface,24.0,Northeast,16,9800.0,3600.0,2
Moab,2018,Natural,Facets,24.0,Northeast,15,11300.0,4800.0,2
Moab,2018,Natural,Facets,24.0,Northwest,15,11400.0,3600.0,2
Salt Lake,2018,Skier,Facets,36.0,Northwest,19,9000.0,3000.0,2
SE Idaho,2018,Snowmobiler,Facets,30.0,East,19,8900.0,6000.0,2
Salt Lake,2018,Snowboarder,Facets,24.0,Northeast,19,9200.0,15000.0,2
Salt Lake,2018,Natural,New Snow,20.0,Northeast,19,10200.0,1200.0,2
SE Idaho,2018,Snowmobiler,Facets,24.0,East,19,9000.0,7200.0,2
Salt Lake,2018,Skier,Density Change,12.0,East,21,10900.0,9600.0,2
Uintas,2018,Skier,Facets,12.0,Northeast,23,10400.0,5400.0,2
Salt Lake,2018,Snowboarder,Facets,16.0,East,24,9700.0,3000.0,2
Skyline,2018,Skier,Facets,42.0,North,24,10500.0,3600.0,2
Moab,2018,Natural,Facets,42.0,Northeast,22,11300.0,9600.0,2
Salt Lake,2018,Skier,New Snow/Old Snow Interface,12.0,East,25,10300.0,1200.0,2
Salt Lake,2018,Unknown,New Snow,14.0,East,25,9600.0,1800.0,2
Salt Lake,2018,Skier,Unknown,10.0,West,26,8600.0,600.0,2
Salt Lake,2018,Skier,Ground Interface,24.0,Northeast,27,9200.0,1200.0,2
Skyline,2018,Snowmobiler,Facets,30.0,North,26,9900.0,3000.0,2
Uintas,2018,Natural,Facets,24.0,Northeast,26,10200.0,4200.0,2
Ogden,2018,Snowboarder,Facets,18.0,North,28,8500.0,24000.0,2
Ogden,2018,Skier,Facets,24.0,Northeast,28,8500.0,24000.0,2
Skyline,2018,Natural,New Snow/Old Snow Interface,8.0,Northwest,26,9600.0,480.0,2
Salt Lake,2018,Skier,Facets,2.0,North,28,8000.0,1200.0,2
Logan,2018,Natural,Facets,36.0,East,28,9400.0,7200.0,2
Salt Lake,2018,Skier,New Snow/Old Snow Interface,18.0,East,3,9500.0,7200.0,3
Provo,2018,Snowmobiler,Facets,36.0,Northeast,5,9500.0,1200.0,3
Salt Lake,2018,Skier,Density Change,10.0,North,5,10000.0,600.0,3
Skyline,2018,Skier,Facets,36.0,Northeast,5,10300.0,10800.0,3
Provo,2018,Natural,Facets,3.0,Northeast,4,9600.0,6000.0,3
Uintas,2018,Snowmobiler,Facets,48.0,Northeast,7,10300.0,3000.0,3
Skyline,2018,Natural,Facets,42.0,Northeast,5,10300.0,3000.0,3
Skyline,2018,Snowmobiler,Facets,42.0,Northeast,5,10300.0,4800.0,3
Skyline,2018,Snowmobiler,Facets,24.0,East,26,10100.0,600.0,2
Salt Lake,2018,Skier,Facets,48.0,East,8,9700.0,18000.0,3
Logan,2018,Natural,Facets,24.0,East,8,9200.0,4800.0,3
Provo,2018,Explosive,Facets,48.0,Northeast,8,11300.0,21000.0,3
Skyline,2018,Snowmobiler,Facets,42.0,Northeast,9,9900.0,2400.0,3
Logan,2018,Natural,Wet grains,12.0,West,11,7400.0,1200.0,3
Salt Lake,2018,Snowmobiler,Facets,60.0,Northeast,11,9600.0,3000.0,3
Logan,2018,Unknown,Facets,24.0,East,11,9500.0,7200.0,3
Skyline,2018,Snow Bike,Facets,48.0,Northeast,15,10100.0,10800.0,3
Salt Lake,2018,Snowmobiler,Facets,30.0,North,16,10000.0,1200.0,3
Salt Lake,2018,Skier,Facets,42.0,North,17,10200.0,3600.0,3
Salt Lake,2018,Natural,Ground Interface,48.0,North,23,10000.0,8400.0,3
Logan,2018,Natural,New Snow/Old Snow Interface,12.0,Southeast,23,8300.0,8400.0,3
Provo,2018,Explosive,Unknown,42.0,Northeast,23,10400.0,54000.0,3
Provo,2018,Natural,Unknown,15.0,Northeast,22,11500.0,21000.0,3
Logan,2018,Natural,Facets,42.0,Northeast,24,8800.0,9600.0,3
Logan,2018,Natural,New Snow/Old Snow Interface,12.0,Northeast,1,8500.0,4800.0,4
Salt Lake,2018,Unknown,Facets,30.0,North,2,10000.0,4800.0,4
Logan,2018,Natural,New Snow/Old Snow Interface,10.0,Northeast,2,8700.0,2400.0,4
Salt Lake,2018,Skier,Unknown,3.0,Southeast,8,9500.0,4800.0,4
Uintas,2018,Natural,Unknown,42.0,North,7,10500.0,5400.0,4
Salt Lake,2018,Skier,New Snow/Old Snow Interface,3.0,Northeast,8,9500.0,3600.0,4
Salt Lake,2018,Skier,New Snow/Old Snow Interface,4.0,Southeast,9,9700.0,7200.0,4
Salt Lake,2018,Natural,New Snow,6.0,East,9,9800.0,6000.0,4
Salt Lake,2018,Skier,New Snow/Old Snow Interface,12.0,Southeast,18,9800.0,15000.0,4
Logan,2018,Natural,Unknown,48.0,East,15,9300.0,4800.0,5
Logan,2018,Unknown,Unknown,36.0,North,14,9000.0,18000.0,5
Logan,2018,Natural,Unknown,36.0,Northeast,20,9300.0,6000.0,5
Salt Lake,2018,Natural,Facets,30.0,Northeast,25,10100.0,3000.0,11
Salt Lake,2018,Skier,Facets,22.0,Northeast,25,9600.0,8400.0,11
Salt Lake,2018,Natural,Depth Hoar,18.0,Northeast,25,10000.0,6000.0,11
Salt Lake,2018,Skier,Facets,20.0,Northeast,30,9700.0,7200.0,11
Salt Lake,2018,Natural,Depth Hoar,20.0,Northwest,30,10800.0,15000.0,11
Salt Lake,2018,Skier,Depth Hoar,36.0,Northwest,8,9500.0,7200.0,12
Skyline,2018,Natural,Unknown,36.0,East,12,9900.0,4200.0,12
Ogden,2018,Unknown,Unknown,30.0,East,14,9100.0,1800.0,12
Skyline,2018,Snowmobiler,Unknown,30.0,Northeast,14,10200.0,1500.0,12
Salt Lake,2018,Snowboarder,New Snow/Old Snow Interface,14.0,Northeast,22,10200.0,1800.0,12
Moab,2018,Natural,New Snow/Old Snow Interface,18.0,North,25,11700.0,7200.0,12
Moab,2018,Natural,New Snow/Old Snow Interface,22.0,North,25,11700.0,8400.0,12
Salt Lake,2018,Natural,Facets,36.0,Northeast,28,10500.0,7200.0,12
Logan,2018,Skier,New Snow,4.0,North,28,22786.0517840758,3008.5340510913,12
Logan,2018,Natural,Unknown,12.0,East,27,9400.0,7200.0,12
Uintas,2018,Natural,Facets,16.0,Southwest,29,9800.0,3600.0,12
Salt Lake,2018,Skier,Density Change,5.0,East,30,10400.0,1200.0,12
Uintas,2018,Natural,Facets,24.0,Southwest,31,10300.0,4800.0,12
Salt Lake,2019,Skier,New Snow/Old Snow Interface,15.0,Northeast,5,9000.0,2400.0,1
Salt Lake,2019,Skier,Density Change,12.0,Northwest,7,8200.0,360.0,1
Uintas,2019,Natural,Ground Interface,30.0,Northeast,7,10300.0,12000.0,1
Logan,2019,Natural,Facets,12.0,West,8,5600.0,1800.0,1
Logan,2019,Natural,Facets,16.0,West,9,5500.0,2400.0,1
Provo,2019,Natural,New Snow/Old Snow Interface,18.0,East,8,9000.0,3000.0,1
Skyline,2019,Snowmobiler,Facets,24.0,East,8,9900.0,3000.0,1
Skyline,2019,Natural,New Snow/Old Snow Interface,24.0,Northeast,7,8300.0,480.0,1
Skyline,2019,Snowmobiler,Facets,24.0,Northeast,8,9800.0,3000.0,1
Skyline,2019,Snowmobiler,Facets,24.0,Northeast,8,9800.0,3000.0,1
Logan,2019,Snowmobiler,New Snow/Old Snow Interface,24.0,Southeast,8,9700.0,6000.0,1
Uintas,2019,Skier,Facets,30.0,Southeast,11,10200.0,15000.0,1
Skyline,2019,Snowmobiler,Facets,24.0,Northeast,12,10200.0,6000.0,1
Skyline,2019,Snowmobiler,Facets,24.0,East,12,10200.0,1800.0,1
Logan,2019,Snowmobiler,Facets,72.0,Southeast,12,9500.0,9600.0,1
SE Idaho,2019,Snow Bike,Facets,18.0,Northeast,11,8400.0,2400.0,1
Skyline,2019,Skier,Facets,36.0,Northeast,18,9500.0,7200.0,1
Ogden,2019,Unknown,Facets,20.0,Northeast,18,7000.0,2400.0,1
Salt Lake,2019,Natural,Unknown,18.0,East,19,8600.0,4800.0,1
Salt Lake,2019,Natural,New Snow/Old Snow Interface,14.0,Northeast,17,9600.0,6000.0,1
Uintas,2019,Explosive,Facets,54.0,Northeast,19,10400.0,15000.0,1
Uintas,2019,Natural,New Snow/Old Snow Interface,24.0,Northwest,21,8700.0,1800.0,1
Ogden,2019,Skier,New Snow/Old Snow Interface,7.0,South,22,7000.0,1200.0,1
Logan,2019,Natural,Facets,48.0,North,18,9600.0,9600.0,1
Provo,2019,Natural,Unknown,30.0,East,22,8200.0,12000.0,1
Skyline,2019,Natural,Facets,36.0,Northeast,25,10900.0,5400.0,1
Moab,2019,Snowmobiler,Facets,48.0,East,25,12200.0,18000.0,1
Logan,2019,Natural,Unknown,12.0,West,3,15908.7293147546,3036.1715259154,2
Uintas,2019,Natural,New Snow/Old Snow Interface,6.0,East,3,10000.0,18000.0,2
Salt Lake,2019,Skier,Facets,36.0,Northeast,4,9500.0,6000.0,2
Uintas,2019,Natural,Facets,48.0,Northeast,7,10400.0,18000.0,2
Salt Lake,2019,Natural,New Snow,12.0,Northwest,8,9000.0,600.0,2
Uintas,2019,Natural,Facets,48.0,Northeast,6,9900.0,9600.0,2
Ogden,2019,Skier,Depth Hoar,48.0,Northwest,8,8500.0,15000.0,2
Uintas,2019,Snowmobiler,Facets,66.0,Northwest,9,10300.0,6000.0,2
Uintas,2019,Snowmobiler,New Snow/Old Snow Interface,30.0,Northeast,9,10000.0,6000.0,2
Salt Lake,2019,Natural,Unknown,24.0,North,10,9600.0,7200.0,2
Logan,2019,Natural,New Snow/Old Snow Interface,10.0,West,14,7000.0,1200.0,2
Logan,2019,Natural,Wet grains,16.0,East,14,6700.0,15000.0,2
Salt Lake,2019,Natural,New Snow/Old Snow Interface,10.0,West,14,7200.0,600.0,2
Logan,2019,Natural,Wet grains,14.0,East,14,6000.0,4800.0,2
Logan,2019,Natural,Wet grains,14.0,East,14,6400.0,8400.0,2
Logan,2019,Natural,Facets,84.0,East,15,9300.0,12000.0,2
Uintas,2019,Natural,Ground Interface,54.0,Northeast,15,11200.0,7200.0,2
Moab,2019,Natural,Facets,48.0,Northeast,18,11400.0,9600.0,1
Moab,2019,Natural,Facets,36.0,Northeast,21,10200.0,12000.0,1
Uintas,2019,Snowmobiler,Ground Interface,72.0,Northeast,17,10100.0,9600.0,2
Skyline,2019,Natural,Facets,30.0,East,18,8500.0,5400.0,2
Skyline,2019,Natural,Facets,54.0,Northeast,18,8400.0,600.0,2
Salt Lake,2019,Skier,Density Change,6.0,South,20,10300.0,12000.0,2
Moab,2019,Snowmobiler,Facets,30.0,East,19,10800.0,2400.0,2
Uintas,2019,Natural,Depth Hoar,96.0,Northeast,24,10300.0,8400.0,2
Salt Lake,2019,Skier,Density Change,14.0,Northeast,25,10200.0,2400.0,2
Salt Lake,2019,Snowboarder,Density Change,6.0,Northwest,26,10200.0,2400.0,2
Ogden,2019,Unknown,Unknown,24.0,Northeast,23,8700.0,12000.0,2
Southwest,2019,Snowmobiler,Facets,120.0,Northeast,5,10400.0,3600.0,3
Salt Lake,2019,Skier,Graupel,24.0,Northeast,7,9900.0,4200.0,3
Logan,2019,Natural,New Snow,12.0,East,7,9000.0,6000.0,3
Salt Lake,2019,Skier,Graupel,14.0,Northwest,8,9700.0,600.0,3
Moab,2019,Natural,Facets,72.0,Northeast,8,11600.0,10800.0,3
Skyline,2019,Natural,Unknown,36.0,Northwest,7,9500.0,1800.0,3
Salt Lake,2019,Skier,New Snow,20.0,East,14,10000.0,6000.0,3
Abajos,2019,Natural,New Snow/Old Snow Interface,24.0,East,13,10700.0,8400.0,3
