Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
1/12/2013,Salt Lake,Depth Hoar Bowl,Skier,Facets,18.0,1500.0,4200.0,Northeast,9300.0,"40.677937000000, -111.683922000000","Forecaster Comments: Very glad that things turned out ok for the skier who was caught by the avalanche.  A couple of take home points -

	
		There had been a human triggered slide in the area the day before.  They felt that they could head over toward that slide to use as an area of safety if a slide was triggered.
	
		The first skier did a hand pit and found only 6-8"" of snow above the facets and felt that any avalanche would not be that big.  Unfortunately this was not representative of the depth at the crown.  
	
		The 1st two skiers skied the slope without incident.
	
		They found no cracking or significant collapsing on route.
	
		They were all excellent skiers/riders with a good deal of knowledge of snow and avalanche mechanics...but as the individual mostly buried confided to me - ""We didn't see the forest for the trees.  The big picture was that there was weak snow buried by a big storm on a steep avalanche prone slope with the danger as Considerable.  What else is there to know?""  I think he hits the nail on the head here.  Sometimes our experience/education can give us a laundry list of reasons to ride a dangerous slope that we want to ride while ignoring the bull's eye clues.  

Thanks for the write up gentlemen.  Glad all's ok.  Happens to the best of us.  
Drew Hardesty
UAC Forecaster
"
1/11/2013,Salt Lake,Diving Board,Natural,Facets,30.0,3600.0,15000.0,East,10300.0,"40.596880000000, -111.719885000000","Walked up Broads & came across a natural slide on the apron below Diving Board. I'm guessing it may have happened Friday overnight. It started on the rock slabs above the apron where two crowns were visable, maybe 30'-50' in width. Dropped through the choke where it propagated to about a football field wide and ran almost full track. Slide snow looked to all be snow that had fallen on top of our high pressure facets. There was new snow on the debris (a dusting) equal to what had fallen Saturday. Maybe west winds Friday formed a wind slab that dropped  and started it? With a safe place for an up track and no hangfire, we proceeded up and skied the left flank of the slide. Snow was super slow due to cold temps and some clinkers in there. May have been debris from smaller wind slabs that had come down or maybe old tracks as this place was worked end to end over New Years weekend."
1/17/2013,Salt Lake,Cardiac Ridge,Unknown,Unknown,6.0,240.0,1800.0,East,10200.0,"40.601181000000, -111.667163000000","While skinning up to Cardiac Ridge, a heli-skiing helicopter hovered at ridge level for a few moments (not dropping anyone off) and then proceed to fly down the valley. In the process the pilot buzzed the east facing rocky outcrop to lookers right of the normally skied area. This set off a wet slide sending roller balls past the two of us lower down on the skin track. Fortunately, the slide itself did not reach the skin track. 

Forecaster's Note: Noise does not trigger avalanches but it is possible for the rotor wash of the helicopter to trigger avalanches in rare cases.  Since many wet snow sluffs were coming down naturally all day long, it's also possible that this is a natural wet, point-release that came off the rocks at the same time. "
12/27/2012,Skyline,South Fork North Creek,Natural,Facets,36.0,30000.0,8400.0,North,9900.0,"39.551819000000, -111.317339000000","My partner and I stumbled onto this large avalanche that occurred during the Christmas snow storms.  There wasn't all that much natural avalanche activity during that period but there were a number of quite large avalanches that broke into weak snow near the ground.
"
1/18/2013,Salt Lake,Grandview Peak,Natural,New Snow,12.0,600.0,600.0,East,8100.0,"40.858487000000, -111.746750000000","East facing drainage north of Grandview Peak, a typical terrain trap...  This was a good reminder of the variable conditions at low to mid elevations from the last storm.  "
1/23/2013,Ogden,Cutler Ridge,Snowboarder,Facets,12.0,1200.0,600.0,Northeast,7300.0,"41.372540000000, -111.937759000000","Sorry no photos.  Intentionally triggered a hard slab on a regular repeater that top loads with southwesterly winds.  It's located in an area that has mellow terrain above and then breaks over onto steeper slopes with trees, brush and terrain traps below.  I rarely dive into this breakover without a slopecut because that's the way I usually hike back out since it's the least exposed compared to other alternatives.  That paid off today.  Slope cut was made at speed from skier's left to right to an island of safety on a shallow angle ridge.  Slope propagated out after second downweighting during slope cut.  Watched the slide from the island of safety where it slowed and then stopped in shallower terrain.  Continued boarding down another 300 vertical and then hiked back up to inspect the slide.  Hard slab was 1Finger to pencil hardness.  The slab propagated up slope pulling out shallower terrain above, 29 degrees.  Tried to isolate a column.  Column broke on backcut, quality 1, sudden planar failing on rounding facets just below 4 finger hardness, 1 inch thick rime crust.  Snowpack was 18-24 inches total depth with one foot deep hard surface slab sitting on rime crust which was underlain by facets and then depth hoar.  As the forecaster said, low danger does not mean no danger.  Southwest winds were moderate today with some strong gusts.  Snow was being transported.  Sky was partly cloudy.  Temps were comfortable.  Inversion was still present with colder temps at low elevation.  Riding conditions were variable and challenging with most of the mid and upper elevations windjacked and containing wind crust, wind slab, melt/freeze crust, sun crust, and wind board with occasional patches of recrystallized powder in the lower brushy elevations.   "
1/24/2013,Provo,Snowslide Jr,Natural,Facets,12.0,480.0,12000.0,Northwest,6200.0,"40.350469000000, -111.577106000000","This slide in Snowslide Jr. in central Provo Canyon was triggered by continued light rain at low elevations.  Over the last couple weeks, the snow at the lowest elevations up to about 7500' in the Provo mountains has been subjected to the very cold temps below the inversion.  Rot rot rotten, this stuff had no chance once the rain started.  This slide hit the Provo river and covered the bike/hike trail with very dense debris for over 50'.
"
1/25/2013,Logan,Logan River,Unknown,Ground Interface,12.0,480.0,6000.0,North,6000.0,"41.831840000000, -111.592426000000","A natural wet avalanche cycle in Logan Canyon at lower elevations.  Shallow wet avalanches overnight and today hit the Logan River in many places, the Logan River Trail, and Hwy 89, cleaning out the shallow weak saturated snow to the ground...
"
1/25/2013,Provo,The Fang,Natural,Facets,12.0,360.0,21000.0,North,7300.0,"40.338203000000, -111.591868000000","More WL slides today at low elevations.  With no refreeze down low and rising daytime temps came another round of slides in the saturated facets found on shady aspects.  The Fang released sometime before noon.  Below pics - overview, starting zone, debris.
"
1/25/2013,Logan,Miller Bowl,Snowmobiler,Unknown,14.0,2400.0,6000.0,East,8600.0,"41.886864000000, -111.645899000000","Looking at the tracks it appeared to be snowmobile triggered on the second pass at a high mark on the slope about half way up Miller bowl. It slid on the icy rime crust from last week. 
"
1/25/2013,Logan,Tony Grove Lake,Snowmobiler,Facets,12.0,2400.0,4800.0,North,8600.0,"41.887007000000, -111.646028000000","From an email sent to the UAC:
Toby, we saw your truck at Tony Grove Friday. We were hoping to catch you
	on our way out but you had already left.  Friday afternoon we triggered a
	fairly large and fairly fast running avalanche while snowmobiling on the
	hill above the south end of Tony Grove Lake.  We had been riding all day
	and the new snow seemed to be sticking well to the previous layers, so we
	were surprised.  I was sidehilling and it gave way below my track.  No one
	was caught in it or hurt.  Sorry, we didn't get a photo.  Thought you'd
	like to know.
"
