Vertical_inches,Depth_inches,Width_inches,Comments 1,Coordinates,Elevation_feet,Aspect,Weak Layer,Trigger,Place,Region,Date,OG
3600.0,20.0,1800,"Numerous natural slab avalanches released late in the day with the onset of very heavy snowfall for a few hours coupled with fairly strong wind.  My best estimate is that these slides only involved the storm snow which measured 20"" at the LAMB weather station just around the corner.  As avalanches go, these were not very large BUT larger than you want to deal with if you triggered one.
","39.569001533576, -111.187262522340",9000.0,Northeast,Density Change,Natural,Chute Camp Site,Skyline,2023-03-22,True
2400.0,12.0,1200,"Kicked off a soft slab on a rollover on the west face of Patsey Thursday evening.  12in deep, probably about 100ft wide.  Seemed to break within the new snow.  No skiers were caught or carried.
","40.588740777584, -111.611695276820",10300.0,West,Unknown,Skier,Microwave,Salt Lake,2023-03-23,True
7200.0,12.0,1200,"Skied Big Mac in Canyons backcountry. I triggered a 10-12"" deep pocket in a wind  loaded starting zone. Soft slab possibly broke on density change (wind loading or graupel likely) ran mostly full track (600') down gully on skier's right of track. The slide released a deeper pocket possibly 18"" deep skier's left likely on pooled grapuel below steep rocky feature, which ran roughly 200' on the left side of skier's tracks before piling up on gully terrain feature. Ski tracks weren't overrun as they were on lower angle terrain/subtle ridge around which the slides split. I didn't realize slides had released until I was stopped in a safe zone and saw powder cloud and debris coming to a stop. Didn't see many other signs of instability though there were occasionally high precip rates and enough wind for significant transport. Fortunate to have found the instability on a less exposed slope. Snow was 5 stars so we backed off the slope angles and enojyed the rest of the day.   
","40.649472415922, -111.585990326720",9700.0,Northeast,Unknown,Skier,Canyons side country,Salt Lake,2023-03-23,True
7200.0,24.0,3000,"Recent storm snow layer, and drifting snow.
","37.854440648437, -109.463353144530",10000.0,East,Density Change,Skier,Abajos,Abajos,2023-03-24,True
1200.0,12.0,1200,"Observed a storm slab skiing upper Thomas fork this evening. Likely ran during the high PI rates earlier in the day. The slab broke down from the ridge about 100 feet and propagated across the slope. 
","40.661389933909, -111.743212576230",9200.0,Southwest,Unknown,Natural,Thomas Fork,Salt Lake,2023-03-24,True
1800.0,10.0,3000,"No one caught or carried

 

Soft storm/windslab triggered remotely while skinning up lookers right side of the slope. Additional fracture happened upon 3rd skier dropping into area that approaches 30-32 degrees.

 

Slide appears to have run 150 ft and 250 ft wide. Lower 1/2 of this slope mellows to 25 degrees then gradually flat, so the avy just ran out of juice. I have not seen this slope slide more than the top 1/2. There was heavy wind loading past 2 days and the snowpack here just hit its tipping point.

 

Overall area was getting slabby and very sensitive, cracks were noted on most of skin up, but only shooting 3-5 ft max.

 

Wind was gusting to 30 mph and sun is popping out this afternoon, so I expect conditions to get worse.  Be safe. 

 

 

Photo 1- Avalanche outlined

Photo 2- Lookers  far right is the skin track (slope angle measured out at 28/29 degrees)

Photo 3- Zoomed into skin track and ski track 
","40.549647476149, -111.518869387220",9700.0,South,Unknown,Skier,Ant Knolls,Provo,2023-03-25,True
30000.0,36.0,18000,"A recent large natural avalanche, one of several that occurred late in yesterday's storm, probably overnight... This is what I mean when I talk about long running natural avalanches
","41.681218525072, -112.016026483970",8600.0,East,New Snow/Old Snow Interface,Natural,Gibson Canyon,Logan,2023-03-25,True
18000.0,24.0,6000,"
Forecaster note: This avalanche was first observed by USFS Recreation Program Manager Brian Murdock. I was so intrigued by this anomalous, large ""wet slide"" at lower elevations where we don't often have much snow, that I had to go check it out. 

","38.563742218655, -109.276756374240",9600.0,Northwest,Unknown,Natural,Moab,Moab,2023-03-22,True
30000.0,36.0,18000,"I went up to Maple Bench to check out recent natural avalanche activity.  The avalanche in Hell Canyon is pretty impressive. This is a great example of a long running natural avalanche...
","41.668987276725, -112.014726149070",8500.0,East,New Snow/Old Snow Interface,Natural,Hell Canyon,Logan,2023-03-25,True
30000.0,36.0,18000,"A very large and long running natural avalanche that looks like it occurred late in yesterday's storm.  This is one of several similar natural avalanches that crashed Maple Bench.  I love overnight natural avalanche cycles, because I love to look at avalanches and no one gets hurt if they're not there.  
","41.670974822268, -112.017258154390",8500.0,East,New Snow/Old Snow Interface,Natural,North Fork Hell Canyon,Logan,2023-03-25,True
7200.0,144.0,2400,"At the turnoff to go to Horsetail Falls (2 miles from the TH) there were 2 large and 2 smaller avalanches. Hard to tell exactly where they started but several hundred yards up the mountain for sure. From the lack of snow on top our guess is these happened yesterday and demolished so many trees. We have never seen so much snow up that canyon and avalanches that close to the trail where so many people hike/sled/ski
","40.497720583277, -111.726075398030",8000.0,West,Unknown,Natural,Dry Creek,Provo,2023-03-24,True
10800.0,12.0,600,"While walking on the narrow ridge just above the ramp in Thomas fork, we triggered two avalanches from the ridge. Both of these broke about 5-7 feet away from our feet on the steeper slopes draining north. We did not see tracks in the basin below. We saw widespread avalanching with the new snow from the heavy precip this morning. We also saw a few older, deeper slides around Thomas Fork.
","40.655784738250, -111.744260775150",9600.0,North,Density Change,Skier,Neffs,Salt Lake,2023-03-26,True
2400.0,60.0,2100,"Two avalanches occurred on this slope about 600 feet apart from each other. The crown profile and dimensions above are for the avalanche on the lookers right of the slope.  It is possible that one avalanche initiated and sympathetically triggered the other. The average depth of the crown was about four feet, with a maximum depth of 5 feet. The depth of the crown diminished along the left flank where there was less wind loading. 

 

These avalanches most likely occurred on Wednesday 3/22 during the middle of a series of storms. The avalanche danger on 3/22 was rated HIGH. The snow started falling Sunday night into Monday 3/20 and by Wednesday the La Sals had received about 2 feet of snow and 2.6 - 3.0"" of SWE. Extreme winds out of the SW blew 50-70 mph Tuesday night and Wednesday. This slope was heavily wind loaded. The avalanche failed on 1mm facets down about 1.5 meters. This avalanche is an example of how strong winds can create unusual loading patterns in the mountains. 

 

HS-N-R2-D2.5-O
","38.449757348766, -109.245343195840",11100.0,West,Facets,Natural,Moab,Moab,2023-03-22,True
3600.0,60.0,3600,"
Two avalanches occurred on this slope about 600 feet apart from each other. The dimensions above are for the avalanche on the lookers left of the slope. It is possible that one avalanche initiated and sympathetically triggered the other. The average depth of the crown was about four feet, with a maximum depth of 5 feet.

 

These avalanches most likely occurred on Wednesday 3/22 during the middle of a series of storms. The avalanche danger on 3/22 was rated HIGH. The snow started falling Sunday night into Monday 3/20 and by Wednesday the La Sals had received about 2 feet of snow and 2.6 - 3.0"" of SWE. Extreme winds out of the SW blew 50-70 mph Tuesday night and Wednesday. This slope was heavily wind loaded. The avalanche failed on 1mm facets down about 1.5 meters. This avalanche is a good example of how strong winds can create unusual loading patterns in the mountains.

 

HS-N-R2-D2.5-O

","38.450395922874, -109.245729433950",11100.0,West,Facets,Natural,Moab,Moab,2023-03-22,True
8400.0,48.0,6000,"Forecaster Note: We recieved multiple submissions of this avalanche, we have combined them into one.


E. Fullmer: SS-N(C)-R3-D2.5/3-I

We skied The Spire trees and on our way out spotted this natural. It seemed to have gone today, but may have been yesterday after snowfall ceased. I suspect that today's sun/wind caused a piece of the massive cornices above this to break and triggered this avalanche. In a photo I circled what looked like where the cornice gouged through the snow. As near as I could tell, the crown was 4-5'. It looks like the bed surface is the new/old snow interface before the beginning of last week's storm(s). Active loading today on this slope as winds continued to ramp up.  
It looks to have run .25 miles and approx. 700 vert. ft. 

I saw the other reported large naturals. Sobering day and lots to think about as the next storm rolls in. 

Danny:

 

Sean R: Spotted a recent natural wind slab off the ridge between rainbow peak and dog dish from Scotties. Easy to see in the photo just how wind affected all the surrounding surfaces on the east facing terrain are. Winds were blowing sustained and moving a lot of snow on AF Twins / Red Top.





Tyler Howe: Wide triangular slide path in between Rainbow Peak and Lake Peak. Created a significant amount of debris below.








 


","40.552811995229, -111.690373184410",9700.0,East,New Snow/Old Snow Interface,Natural,Rainbow Peak,Salt Lake,2023-03-28,True
3600.0,12.0,1080,"Estimated 40 degree slope, west facing slightly northwest aspect. Wind slab broke above skiers when first skier dropped in. Carried both skiers. First skier that dropped was carried approximately 300' and was able to gain control and ski out of path. Second skier was carried approximately 90-100' and got hung up in trees, stopping his decent. 
no burials or injuries to report. 
 
","40.603655602550, -111.615643488490",10100.0,West,Density Change,Snowboarder,East Bowl,Salt Lake,2023-03-28,True
8400.0,24.0,2400," 

Photo courtesy of KSL News 



Report from KSL News. 

Around noon on Tuesday March 28th, we received a report of a snowcat triggered avalanche in the Morgan area which took the cat for a ride through a group of trees, overturning it in the processes and injuring a passenger. Details and location are still being sifted through, but bottom line... this was a close call for sure

 

 
","40.953677792314, -111.757650865140",7000.0,East,Unknown,Unknown,Morgan,Ogden,2023-03-28,True
2400.0,10.0,240,"Dropped in from top of Mt. Wolverine heading W-SW.  I stopped just above a narrow chute to skiers left of Microwave general area.  New snow on suncrust broke right at my last turn.   Ran ~200'. Low visibility due to snow.
","40.594565964383, -111.620492922380",9400.0,Southwest,Unknown,Skier,Microwave,Salt Lake,2023-03-30,True
120.0,10.0,480,"We triggered this shallow soft slab of wind drifted snow unintentionally on a very short steep rollover. It was a good indication of what to expect on bigger slopes with more wind loading. The winds were moving snow all day long. There is still A TON of snow available for transport.
","40.962616993811, -111.777007250610",8200.0,Northeast,Unknown,Snowmobiler,Farmington Canyon,Ogden,2023-03-30,True
360.0,10.0,600,"We went up Rock Canyon expecting to ski low angle terrain. As we ascended snow on the west slopes seemed stable and we convinced ourselves it was. We topped out at 7800' and skied a gentle ridge down a few hundred vertical feet to about 7200'. Then we saw a west facing line that looked good. We knew it was above 30 degrees. We sent one skier down without incident. I was second and took a line a few yards away from the first skiers line. I saw a lower slope angle and thought I was taking a safer route. After my second turn I saw a shooting crack at my ski tip, fell, and was carried about 10 yards down slope. The lower angle slope was actually a wind loaded pillow. I wasn't buried, recovered just fine, and skied the rest of the way out. 
","40.261385225129, -111.593091475080",7200.0,West,Unknown,Skier,Rock Canyon,Provo,2023-03-31,True
18000.0,120.0,18000,"Best guess at sizes and dimensions from a distance. Trees in foreground of zoomed in photo give some contrast. Most likely cornice triggered on March 31st 10' deep average and 20' deep at the deepest. In the gunners left of center in the wider photo you can see the imprint of a cornice fall. 
","40.307208906699, -111.587920176120",10800.0,Northeast,Unknown,Natural,Bunnels,Provo,2023-03-31,True
10800.0,24.0,1800,"

Most likely occurring late in the afternoon, this slide fits the trend of Friday's storm slab avalanches triggered by cornice fall. A curious antedote... because our avalanche paths are greased top to bottom, slides are running much further than we're used to seeing.
","40.812177346460, -111.094071852350",9500.0,East,New Snow/Old Snow Interface,Natural,Fine Wines,Uintas,2023-03-31,True
4800.0,24.0,1200,"



Friday's storm generated strong winds and a solid shot of snow, delivering some far running storm slab avalanches triggered by natural cornice fall
","40.834845031355, -110.987813460040",9600.0,Southeast,New Snow/Old Snow Interface,Natural,Carrot Hollow,Uintas,2023-03-31,True
360.0,36.0,300,"Depth was 2' on lookers left to 4' on lookers right side of roof.  Slid naturally during the afternoon without direct sun. Clouds trapped some heat and it slid during that time. A steeper roof nearby went around the same time about 1' deep and supported by snow up against building.  
","40.591628993070, -111.627273546770",8900.0,Southeast,Unknown,Natural,Little Cottonwood Canyon,Salt Lake,2023-04-02,True
3000.0,8.0,240,"The 2 photos below are from skier triggered slides in the new snow. These ran on a density change within the new snow 6-8"" deep but above the crust. They had small powder clouds.  I also noted natural dry loose avalanches on steeper sections of the Silver Fork Headwall and on Jaw's into Day's Fork ( no photo as light was poor).  
","40.598825565579, -111.628603922440",9900.0,North,Density Change,Skier,Silver Fork Headwall,Salt Lake,2023-04-03,True
27000.0,36.0,54000,"
We aim to learn from accidents like this and offer comments to help others avoid future accidents. All of us at the Utah Avalanche Center has had our own close calls and know how easy it is to make mistakes. Here are some take-a-ways from this accident:


	Both brothers carried an avalanche transceiver, shovel, and probe, along with airbag backpacks and radios for communication.
	Snowmobiles are very useful tools during an avalanche rescue because they allow someone to cover long distances quickly; however, they also cause electro-magnetic interference with transceivers. Identifying and mitigating this interference is crucial. The current recommendation is to be 3 meters away from a snowmobile when searching. They can be used in the signal search phase of a rescue, but you need to stop occasionally move 3 meters away from the snowmobile. If there is no signal, return to the sled and change locations.
	Avalanche airbags can limit burial depth but are much less effective in terrain traps. Additionally, terrain traps tend to cause deep burials because the avalanche debris often accumulates deeper than it would otherwise. Deep burials are very hard to survive.






	Avalanche probes are delicate pieces of equipment and most are generally less than 3 meters long. One piece of equipment the group found very valuable was a Pieps iProbe, an electronic probe that can detect a transceiver signal. Without having a probe strike for some time, this tool helped direct their digging efforts.






	Always only to expose one person to avalanche terrain at one time. It was very lucky in this case that both riders were not buried.





 




 

 

 

 


 
","40.369017302049, -112.192258022220",10400.0,East,Facets,Snowmobiler,Pole Canyon,Salt Lake,2023-03-27,True
5400.0,20.0,1800,"

 

 
","40.727071509399, -111.699542986450",7800.0,Northeast,New Snow,Natural,Mt Aire,Salt Lake,2023-04-04,True
33000.0,42.0,7200,"A large natural hard slab likely from Tuesday, with an even more recent avalanche of wind drifted snow, maybe from overnight or yesterday.
","41.653854272394, -112.014468657000",8800.0,East,Facets,Natural,Shumway Canyon,Logan,2023-04-05,True
9600.0,24.0,1080,"A few natural avalanches (likely from Tuesday 4-4) were visible from Logan on the Folly in Logan Dry Canyon.
","41.720181456293, -111.730381952760",8900.0,Southwest,New Snow/Old Snow Interface,Natural,Folly,Logan,2023-04-04,True
15000.0,84.0,18000,"Aspect of the avalanche was south-southeast. Triggered remotely to UDOT avalanche control work in Emma 4 Wyssen air blast. The Wyssen tower was measured out at 2000' from where the slide was.  

Slide started on the ridge and then broke out to the gunners right hand side about 9600'. This avalanche flowed down over the summer road and through the gulch. The toe of the debris was approximately 500' linear feet from the UAC ""Are you beeping"" sign. This was a spectacular avalanche. There were trees that were 12-16"" in diamater in the debris field. This avalanche would have been unsurvivable.

 

 

 

Photo 4-5 (Alta Cat Crew )

Photo 6-8(Alta Avalanche Office)
","40.599086244766, -111.621608721330",10000.0,South,New Snow/Old Snow Interface,Explosive,Grizzly Gulch,Salt Lake,2023-04-06,True
7200.0,18.0,600,"We noticed a couple pretty large fresh wet avalanches had run into the Logan River just below Temple Fk...(sometime between noon and 5:00).      Note that the activity was in north facing terrain..
","41.829849960804, -111.592482077160",6500.0,North,Wet grains,Natural,River Chutes,Logan,2023-04-06,True
2400.0,18.0,2400,"

 

Inspired Summit Adventures business owner, guide, snow-pro, and most importantly mom-extraordinaire, Shaun Raskin, reports a natural avalanche yesterday on an ESE facing slope near Castle Peak. It looks like the 18"" deep x 200' wide storm slab broke as the snow got warm and the slab became more connected with yesterdays strong sunshine and daytime heating.
","40.675308813747, -111.113426672590",9900.0,Southeast,Density Change,Natural,Castle Peak,Uintas,2023-04-06,True
1200.0,48.0,360,"There was 10-12' of debris in the driveway.  This roof slide last ran on March 14, 2023.

 
","40.591759346820, -111.627616869520",9100.0,West,Unknown,Natural,Little Cottonwood Canyon,Salt Lake,2023-04-07,True
1800.0,8.0,180,"A small natural wet avalanche started just below homes at about 4800' in elevation and ran down to the back of the Water Lab.  More natural or human triggered avalanches will be likely on this and other similar steep snow covered slopes as temperatures rise this weekend. 

 

Just like roof avalanches, wet avalanches on steep slopes at very low elevations in the urban environment may threaten children, pets, and animals. 
","41.738975788774, -111.792767988690",5100.0,North,New Snow/Old Snow Interface,Natural,Utah Water Research Lab/Quail Way,Logan,2023-04-05,True
21000.0,36.0,2400,"This morning I could see a nice fresh recent natural slab avalanche triggered by cornice fall, which looks to have run yesterday, 4-7-23.  Im not sure if this is a wet slab or a dryer, wind slab. Its on a very sunny drifted slope....
","41.678796180186, -112.028501974560",8600.0,East,New Snow/Old Snow Interface,Natural,Gibson Canyon,Logan,2023-04-07,True
18000.0,36.0,1200,"We noticed some pretty big recent natural cornice falls all along the main ridge, including a couple that fell off Box Elder Peak.  In some cases, cornice falls triggered slab avalanches on drifted slopes below.
","41.634342038535, -112.010790811970",9300.0,Northeast,New Snow/Old Snow Interface,Natural,Box Elder Peak,Logan,2023-04-07,True
24000.0,24.0,1800,"A got a quick view of a recent natural wet avalanche in Central Wood Camp.   Looks like a a couple different events here. A large avalanche during last week's storm and more recent 

wet activity.
","41.820607010412, -111.679999338630",8500.0,Southeast,New Snow/Old Snow Interface,Natural,Central Wood Camp Bowls,Logan,2023-04-08,True
7200.0,12.0,480,"A natural wet loose avalanche crossed the inside lane of UT 89 in Logan Canyon in the Dugway at around 6:30 pm.  
","41.827061466196, -111.597760664510",6400.0,West,Wet grains,Natural,Logan Canyon Dugway,Logan,2023-04-08,True
7200.0,12.0,480,"Numerous natural wet avalanches ran off the walls on southern side of lower Green Canyon late yesterday afternoon, a few making it down to the canyon floor.. I noticed several fresh wet loose avalanches above the access road and TH, and I could see a couple more up the canyon a little ways... 
","41.765376566267, -111.769894110230",6200.0,North,Wet grains,Natural,Green Canyon Mouth,Logan,2023-04-08,True
21000.0,24.0,1200,"A large natural wet loose avalanche occurred recently in south--->southeast facing terrain in Powder Hollow.  As seen from Logan Canyon just up the road from FS Card Guard Station 
","41.780661748382, -111.679527269850",8000.0,South,Wet grains,Natural,Powder Hollow,Logan,2023-04-08,True
4200.0,12.0,360,"There were lots of naturals visible in the North Logan Foothills.  Also, a recent skier triggered wet loose avalanche is apparent. 
","41.754958984056, -111.774327265250",6400.0,West,Wet grains,Skier,North Logan Foothills,Logan,2023-04-08,True
27000.0,72.0,18000,"A very large natural slab avalanche occurred this morning or overnight. From a distance it looks like it was triggered by a cornice fall.  I was very worried that I would find somebody's car at the trailhead, but thankfully there were none....

Eric Newell sent in the photo of the crown of 4-9-23



 




Brian Balls sent in this picture of the crown on 4-11-23 
","41.616499293718, -112.005499350050",8300.0,East,Facets,Natural,"Mitton Peak, N. Ridge",Logan,2023-04-09,True
24000.0,24.0,3600,"Noted this big slide on the west shoulder of Heaven's Halfpipe after being out of town for a couple days.  Not sure when this slid.  The crown extends half way across the bowl and looks to have run from 2/3 of the way up down to just above the Second Hamongog.  There is a skin track adjacent to the crown on looker's right but no tracks going into the slide.  Ski tracks are visible on the opposite (east) shoulder of HH but none close to this slide.  

 

Forecaster Comments- Thanks to Zee-Jay and crew for taking a look at this slide on April 10th. You can read his observation HERE. 
","40.521108592325, -111.747779833360",10500.0,South,Unknown,Unknown,Lone Peak,Salt Lake,2023-04-09,True
33000.0,36.0,3600," 


Snowbasin patrol observed this avalanche on their afternoon sweeps on Sunday April 9 , 2023.  This avalanche appears to have tracks in at the top and a potential track out with a skin track back up on the riders left side.  This avalanche ran 1.1 miles from line of sight from the ridgetop. 




Forecaster Comments: After originally posting this observation as skier triggered based on tracks in and not out. A party that skied this slope the day before checked in with Snowbasin Ski Patrol on Monday April 10th.

 

They had skied a portion of the slope prior to the avalanche and didn't like it so turned around and skinned back out.  That explains the tracks. 



Thank you to the party for for checking in with Snowbasin. 


","41.187559267653, -111.874165522140",9200.0,West,Unknown,Natural,Burch Creek,Ogden,2023-04-09,True
6000.0,16.0,540,"Recent natural activity below the cliffs in Spring Hollow is visible from Third Dam. 
","41.733198814893, -111.689814077890",8000.0,Northwest,Wet grains,Natural,Spring Hollow,Logan,2023-04-09,True
27000.0,48.0,7200,"A new natural avalanche was spotted early this morning, so it likely occurred yesterday evening or last night.  Looks like another wet slab triggered by a cornice fall.
","41.672385301390, -112.027128683550",8500.0,East,New Snow/Old Snow Interface,Natural,Old Logway Canyon,Logan,2023-04-09,True
12000.0,30.0,1500,"Some fresh natural wet avalanche activity was apparent to have slid off Black Peak.
","41.560894363521, -111.995628820880",7600.0,East,Wet grains,Natural,Black Peak,Logan,2023-04-08,True
15000.0,48.0,4800,"
The UAC would like to thank Park City Powder Cats (PCPC) for sharing information about the timeline of the accident and allowing UAC staff access to the avalanche after the incident.

We aim to learn from accidents like this and offer comments to help others avoid future accidents. There were two factors that added challenges to this rescue:

One factor was that the skier who did not survive was buried deeply. Shoveling is the most demanding and time-consuming phase of a rescue which takes longer the deeper a person is buried.

The other factor was that there were two people buried. Rescue becomes more complex and more time consuming when there are multiple people buried by an avalanche.


","40.833348564025, -111.082792325260",10400.0,Southeast,Facets,Skier,Upper Weber Canyon,Uintas,2023-03-09,True
4800.0,12.0,360,"This natural wet loose avalanche was observed Sunday afternoon at around 2:00. I appears that it was triggered by a small cornice fall.
","41.846981187009, -111.593833910500",6700.0,East,Wet grains,Natural,Hatties Bowl,Logan,2023-04-09,True
600.0,8.0,360,"I could see evidence a small fresh wet slab triggered by overrunning roller balls.  The avalanche stopped before it came down to the road.
","41.836782297064, -111.596537577210",6000.0,East,Wet grains,Natural,Temple Fork Junction,Logan,2023-04-10,True
5400.0,20.0,4800,"With all the snow this year, some structures in the Garden City Area are threatened by avalanches of wind drifted snow.  These cabins on Mahogany Drive were narrowly missed by a recent natural avalanche.  I'm not sure exactly when this occurred.  If you know or if you observe natural avalanches, please report them to the UAC....HERE 
","41.923437004704, -111.438137041640",7400.0,East,New Snow,Unknown,Mahogany Cornice,Logan,2023-04-04,True
27000.0,16.0,600,"These natural wet loose avalanches are quite visible from Hwy 89-91.... They are large wet avalanches, but drawfed by the vet large wet slab avalanche to the north.. 
","41.611757333108, -112.002679811900",8400.0,Southeast,Wet grains,Natural,Mitton Peak,Logan,2023-04-08,True
6000.0,12.0,540,"Observed this afternoon from Hwy 89 in Logan Canyon....
","41.896417948154, -111.549545275250",7600.0,West,Wet grains,Natural,East Banks,Logan,2023-04-11,True
21000.0,30.0,3600,"A new wet avalanche was visible this afternoon from across Cache Valley....I'm not sure when this happened, but it wasn't there yesterday.
","41.635221687060, -111.998654352650",8000.0,Southeast,Wet grains,Natural,Pine Canyon,Logan,2023-04-11,True
1200.0,30.0,360,"This was the other piece of snow left over after this roof slide on April 7, 2023
","40.591201268038, -111.627273546770",9100.0,West,Unknown,Natural,Little Cottonwood Canyon,Salt Lake,2023-04-11,True
3000.0,30.0,1800,"A wet avalanche or more like a flood/landslide/wet avalanche caused by rapid melt and a canal failure.  Might be considered a shush avalanche I guess, as it occurred on a very low angle slope, < 20°. We think the canal was dammed by snow or ice allowing for pounding of the snow melt.  It was a destructive event, and in a couple spots it looked like flood water pushed a large amount of saturated snow, slush and woody debris down-slope into structures and across the highway....quite a pile of chunky avalanche debris.  Super saturated soils also failed and crossed the road in a few places to the south of where these photos were taken.  

 

In addition to the damage cause by this event, we noticed that the extremely heavy snowfall in the area had collapsed several structures.  Birch and Mink Creeks are running high and fast.
","42.260895119360, -111.710254656310",5300.0,West,Ground Interface,Natural,Mink Creek,Logan,2023-04-11,True
8400.0,48.0,540,"The avalanche forecast has been warning of large and sensitive cornices for several day. This large avalanche was triggered from a cornice naturally shearing off 200'+ above at the top of the cliff band. The bed surface had the small amount of snow from Thursday's storm so this slide most likely occurred on Tuesday or Wednesday (April 11 or 12). The avalanche ran to the flat below and had chest freezer-size debris chunks.

 

Seeing this slide really drove home being aware of what is above you when you are in big terrain.
","40.721660126049, -110.841305336310",11800.0,North,Unknown,Unknown,Hayden,Uintas,2023-04-12,True
6000.0,18.0,600,"We encountered evidence of dozens of recent natural wet avalanches in steep terrain under cliffs and cornices from last week's heat.
","41.895323052175, -111.645606981700",9000.0,East,Wet grains,Natural,Tony Grove Area,Logan,2023-04-11,True
9600.0,48.0,9600,"A large crown from a natural hard slab avalanche (of wind drifted snow) was still quite visible across the southern half of the large slope.
","41.901758791426, -111.669236170340",9600.0,Northeast,Facets,Natural,Castle Rock,Logan,2023-04-04,True
19411.751523039024,12.0,3600,"Riding left of the tree in Christmas tree bowl.  And after the 4th time climbing. The avalanche remotely broke 60 feet away. 
","41.917287661563, -111.674823748170",23978.341368682624,East,New Snow/Old Snow Interface,Snowmobiler,Christmas Tree Bowl,Logan,2023-04-22,False
1800.0,8.0,720,"We spent the day skiing the southerly-facing aspects below Cardiff Pass and came across this avalanche between runs. It appears to be skier triggered as there were some tracks adjacent to the slope that slid, as well as what appears to be a track going into the slope at the top.

 

Similar slopes nearby had some wind-loading and am guessing this slope was also wind-loaded. It also faces east which is a leeward aspect from the recent northwest winds.

 

The weak layer is a layer of lower-density snow just above the dust crust. I found this weak layer on Thursday in the Catherine's Pass Area, and it is apparently still reactive as other avalanches reported from Saturday are also failing on this weak layer. 

 

We found no other signs of instability such as cracking and it seems you need a denser slab with some wind-loading to make this weak layer reactive.
","40.592721660567, -111.649613218710",9800.0,East,New Snow/Old Snow Interface,Unknown,Cardiff Bowl,Salt Lake,2023-04-22,True
4800.0,18.0,540,"Not sure about the story here, but we observed this recently triggered avalanche when we got up to Tony Grove Lake around 1:15
","41.886233332343, -111.645074831510",8700.0,North,New Snow/Old Snow Interface,Snowmobiler,"Miller Bowl, East",Logan,2023-04-22,True
7200.0,12.0,3600,"Details are a bit limited and we're not sure who reported this avalanche, but we're thankful for the report and glad nobody was caught in it. We'll update this report if we get more info...

 

""Sorry for the late text. Millville ripped out on us today. Nobody was caught or carried. I noticed the snow wrinkling behind me when I was making a toe side turn and was alerted by a spotter on the bottom on my radio a .5 second after. Failed on the crust from the warm weather last week and had multiple crowns as it moved down the mountain.""
","41.677564539953, -111.718065248970",8900.0,North,New Snow/Old Snow Interface,Snowboarder,Millville Peak,Logan,2023-04-22,True
12000.0,72.0,3000,"Saw this avalanche around 9.30 AM from the top of Pfeifferhorn Accumulation pile looked significantly big. 

 

 
","40.546874131921, -111.663880335390",10800.0,West,Unknown,Natural,Red Top Mountain,Salt Lake,2023-05-07,True
2400.0,6.0,300,"Intentionally triggered during a ski cut. Ran roughly 200'. Not deep for a burial, but would've ruined your day if you got carried into a tree
","40.589449603656, -111.613240229200",10000.0,West,Unknown,Skier,Microwave,Salt Lake,2023-05-09,True
