,Date,Region,Place,Trigger,Trigger: additional info,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed,Accident and Rescue Summary,Terrain Summary,Weather Conditions and History,Depth_Inches,Width_Inches,Vertical_Inches,Elevation_Feet,Avlanche Season Phase
482,2017-01-09,Skyline,Huntington Canyon Mile 29.6 West facing,Natural,,New Snow/Old Snow Interface,,500',700',West,"8,400'","39.504688467458, -111.151857363330",,,,,,,,,,,6000.0,8400.0,8400.0,Start
483,2020-03-11,Salt Lake,Little Cottonwood Canyon,,,,,,,North,,"40.567056847663, -111.729197489320",,,,,,,,,,,,,,Start
484,2020-04-15,Salt Lake,Days Draw,Skier,,New Snow/Old Snow Interface,"5""",40',,Northeast,"10,300'",,,,,,,,,,,5.0,480.0,,10300.0,Middle
485,2023-01-29,Logan,Smithfield Canyon,Natural,,,,,,Southeast,"9,200'",,,,,,,,,,,,,,9200.0,Start
486,2020-03-27,Ogden,North Ogden Divide,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"8""",15',150',Southeast,"6,800'","41.326515304280, -111.903229939020",,,,,,,,,,8.0,180.0,1800.0,6800.0,Start
487,2022-03-17,Ogden,South Face,Natural,,,,,,Southwest,"7,800'",,,,,,,,,,,,,,7800.0,Start
488,2023-02-23,Moab,Middle Cirque,Natural,,,3',70',125',Northwest,"11,400'","38.443679688994, -109.250720488440",,,,,,,,,,36.0,840.0,1500.0,11400.0,Start
489,2010-01-02,Ogden,Bountiful Peak,Skier,Intentionally Triggered,,"12""",100',300',Northeast,"8,500'","40.974520000000, -111.822281000000",,,,,,,,,,12.0,1200.0,3600.0,8500.0,Start
490,2019-01-25,Skyline,Island Lake,Natural,,Facets,3',250',450',Northeast,"10,900'","39.060946371125, -111.519480930890",,,,,,,,,,36.0,3000.0,5400.0,10900.0,Start
491,2019-02-05,Salt Lake,10420,Skier,,,10',200',,Northeast,"10,800'",,,,,,,,,,,120.0,2400.0,,10800.0,Start
492,2020-12-18,Salt Lake,Cardiff Fork,Skier,Intentionally Triggered,Facets,2',45',70',Northwest,"9,100'",,,,,,,,,,,24.0,540.0,840.0,9100.0,End
493,2023-02-03,Salt Lake,Empire Pass,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"6""",30',20',West,"9,000'","40.602337521257, -111.519899355490",,,,,,,,,,6.0,360.0,240.0,9000.0,Start
494,2023-03-21,Salt Lake,Wolverine,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"12""",50',,Northwest,"10,500'","40.586946782633, -111.603337513510",,,,,,,,,,12.0,600.0,,10500.0,Start
495,2020-01-17,Ogden,Cutler Ridge,Natural,,,,,,South,"7,000'",,,,,,,,,,,,,,7000.0,Start
496,2018-03-23,Salt Lake,Two Dogs,Natural,Repeater,Ground Interface,4',500',700',North,"10,000'","40.600893253253, -111.635496128330",,,,,,,,,,48.0,6000.0,8400.0,10000.0,Start
497,2022-01-22,Uintas,Middle Fork Weber River,Natural,,,2',50',,East,"11,000'","40.693565292400, -111.015375839880",,,,,,,,,,24.0,600.0,,11000.0,Start
498,2023-03-10,Provo,Squash Head Ice Climb,Natural,,,,,"1,000'",Northwest,"7,200'","39.909668339654, -111.745033251340",2.0,2.0,,,,,,,,,,12000.0,7200.0,Start
499,2020-01-15,Logan,Big Baldy Shoulder,Natural,,Facets,,300',,Northwest,"7,800'","41.674281652556, -111.762376058580",,,,,,,,,,,3600.0,,7800.0,Start
500,2017-12-23,Salt Lake,Catherine's Pass,Skier,Cornice Triggered,New Snow,"12""",50',200',East,"10,400'","40.579278859689, -111.597404467210",,,,,,,,,,12.0,600.0,2400.0,10400.0,End
501,2021-12-18,Salt Lake,Upper Days,Snowboarder,Unintentionally Triggered,Facets,4',900',,Northeast,"10,000'","40.599659531747, -111.643064930210",1.0,1.0,1.0,,,,"
Our group was in Upper Days. I dropped in first on an east facing slope and made 3 turns and I felt the snow collapse and crack off to my right above me and it had cracked below me and to my left. I pulled my airbag and was carried about 800-1000ft. I was only partially buried to my waist due to my airbag and didn't sustain any injuries from being carried. 

 

This avalanche started on the edge of Upper days and propagated through to Two Dogs. The crowns were between 18"" and over 4' in some areas between 800-1,000ft wide. The slides ran between 1,000-1,500 ft. 
",,,48.0,10800.0,,10000.0,End
502,2017-01-05,Provo,Provo,Natural,,Facets,3',700',,East,"8,000'",,,,,,,,,,,36.0,8400.0,,8000.0,Start
503,2010-02-14,Salt Lake,Tri County Peak,Skier,Intentionally Triggered,,2',,300',Southeast,"9,800'","40.618448000000, -111.556807000000",,,,,,,,,,24.0,,3600.0,9800.0,Start
504,2016-04-25,Salt Lake,Salt Lake,Snowboarder,Intentionally Triggered,New Snow/Old Snow Interface,"3""",40',125',Northeast,"10,000'",,,,,,,,,,,3.0,480.0,1500.0,10000.0,Middle
505,2023-04-22,Salt Lake,Cardiff Bowl,Unknown,,New Snow/Old Snow Interface,"8""",60',150',East,"9,800'","40.592721660567, -111.649613218710",,,,,,,,,,8.0,720.0,1800.0,9800.0,Middle
506,2016-04-28,Salt Lake,Pt. Supreme,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"5""",450',400',Northeast,"10,300'","40.574921296761, -111.604539215040",,,,,,,,,,5.0,5400.0,4800.0,10300.0,Middle
507,2020-01-10,Salt Lake,Cardiac Ridge,Unknown,,,,50',,East,"10,800'","40.605253658526, -111.667785631720",,,,,,,,,,,600.0,,10800.0,Start
508,2021-01-30,Salt Lake,west porter,Natural,,,3',500',,East,"9,600'","40.669388183672, -111.723367708030",,,,,,,,,,36.0,6000.0,,9600.0,Start
509,2017-01-12,Logan,North Wood Camp,Natural,,Facets,6',"1,000'",,Southeast,"8,000'","41.828516996097, -111.665942954160",,,,,,,,,,72.0,12000.0,,8000.0,Start
510,2021-04-06,Salt Lake,Reynolds East Face,Skier,,,"12""",60',,East,"9,400'",,,,,,,,,,,12.0,720.0,,9400.0,Middle
511,2017-12-29,Logan,Steep Hollow,Unknown,Remotely Triggered,Facets,4',400',300',East,"9,200'","41.976266941901, -111.657249914740",,,,,,,,,,48.0,4800.0,3600.0,9200.0,End
512,2011-02-28,Salt Lake,Figure 8 Hill,Skier,,,"6""",250',,Northeast,"9,600'","40.593205000000, -111.603541000000",,,,,,,,,,6.0,3000.0,,9600.0,Start
513,2022-04-12,Salt Lake,Two Dogs,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"18""",50',400',North,"10,200'","40.599331139718, -111.642529951650",,,,,,,,,,18.0,600.0,4800.0,10200.0,Middle
514,2018-03-08,Logan,"Mt. Magog, South Ridge",Natural,Cornice Triggered,Facets,2',200',400',East,"9,200'","41.912905603866, -111.652872549630",,,,,,,,,,24.0,2400.0,4800.0,9200.0,Start
515,2013-12-24,Uintas,Moffit Basin,Snowmobiler,Unintentionally Triggered,Facets,3',350',200',Northeast,"10,300'","40.839000000000, -111.005000000000",,,,,,,,,,36.0,4200.0,2400.0,10300.0,End
516,2018-11-24,Skyline,Spring Creek,Natural,,Facets,,,,Northeast,"9,900'","39.592538428463, -111.291503893490",,,,,,,,,,,,,9900.0,End
517,2013-03-04,Salt Lake,Superior,Skier,Unintentionally Triggered,New Snow,"16""",150',500',Southeast,"9,700'",,,,,,,,,,,16.0,1800.0,6000.0,9700.0,Start
518,2019-05-24,Salt Lake,Rocky Point,Skier,Intentionally Triggered,,"6""",,,Northeast,"10,400'",,,,,,,,,,,6.0,,,10400.0,Middle
519,2014-01-12,Skyline,Wedding Ring Ridge,Natural,,Facets,4',700',250',East,"9,800'","39.616001000000, -111.293907000000",,,,,,,,,,48.0,8400.0,3000.0,9800.0,Start
520,2017-12-26,Salt Lake,Georges Bowl,Skier,Remotely Triggered,Facets,"12""",50',70',North,"9,800'","40.613363192374, -111.667407978550",,,,,,,,,,12.0,600.0,840.0,9800.0,End
521,2016-12-31,Skyline,Big Drift/Skyline Summit,Unknown,,,,150',,East,"10,000'","39.614938488437, -111.294306278210",,,,,,,,,,,1800.0,,10000.0,End
522,2021-02-22,Provo,Provo,Natural,,,,900',,West,"10,400'","40.299365434471, -111.587890134840",,,,,,,,,,,10800.0,,10400.0,Start
523,2019-03-29,Logan,Cherry Creek Canyon,Skier,,,"4""",5',,North,"6,100'","41.925522736521, -111.748376969670",,,,,,,,,,4.0,60.0,,6100.0,Start
524,2021-01-31,Logan,Steam Mill Lake,Snowmobiler,Unintentionally Triggered,Facets,,,,Northeast,"9,000'","41.942414564098, -111.643238054820",,,,,,,,,,,,,9000.0,Start
525,2018-02-14,Provo,Provo,,,,,,,,,"40.280807869731, -111.630367862880",,,,,,,,,,,,,,Start
526,2022-02-26,Salt Lake,Mill A,Skier,Remotely Triggered,Facets,"12""",35',,North,"9,300'","40.655266755383, -111.692972608130",,,,,,,,,,12.0,420.0,,9300.0,Start
527,2021-02-13,Salt Lake,The Ice Box,Natural,,Facets,3.5',200',,North,"9,200'","40.661054723995, -111.714862423240",,,,,,,,,,42.0,2400.0,,9200.0,Start
528,2020-02-08,Skyline,Wedding Ring Ridge,Natural,,,3',400',500',Northeast,"9,900'","39.608040099296, -111.292362200390",,,,,,,,,,36.0,4800.0,6000.0,9900.0,Start
529,2016-04-04,Logan,Wellsville Mountain Wilderness,Natural,Cornice Triggered,New Snow/Old Snow Interface,,80',"1,750'",East,"8,500'","41.672342859542, -112.021064788610",,,,,,,,,,,960.0,21000.0,8500.0,Middle
530,2022-03-12,Ogden,Whiskey Hill,Snowmobiler,Unintentionally Triggered,Facets,"18""",125',,East,"9,000'",,,,,,,,,,,18.0,1500.0,,9000.0,Start
531,2016-12-25,Abajos,Abajos,Natural,,New Snow/Old Snow Interface,"18""",25',50',East,"9,700'","37.851947957821, -109.485626207920",,,,,,,,,,18.0,300.0,600.0,9700.0,End
532,2023-04-04,Salt Lake,Mill Creek Canyon,Natural,,,"12""",50',,North,"6,500'","40.701268393440, -111.696796404430",,,,,,,,,,12.0,600.0,,6500.0,Middle
533,2012-03-04,Salt Lake,Butler Basin,Unknown,,,,,,Northeast,,"40.665991000000, -111.681519000000",,,,,,,,,,,,,,Start
534,2013-02-28,Salt Lake,Wyatt Couloir,Natural,Cornice Triggered,Facets,"16""",100',400',Northeast,"10,600'","40.596057000000, -111.666670000000",,,,,,,,,,16.0,1200.0,4800.0,10600.0,Start
535,2019-03-13,Salt Lake,Mt Olympus,Skier,,,"18""",35',,Northeast,"7,600'",,,,,,,,,,,18.0,420.0,,7600.0,Start
536,2013-02-25,Provo,Silver Creek,Skier,Unintentionally Triggered,,"8""",50',200',Southwest,"11,000'",,,,,,,,,,,8.0,600.0,2400.0,11000.0,Start
537,2021-01-28,Logan,3 Terraces,Natural,Cornice Triggered,New Snow/Old Snow Interface,"18""",250',500',East,"9,500'","41.701592388750, -111.711301059150",,,,,,,,,,18.0,3000.0,6000.0,9500.0,Start
538,2022-12-31,Provo,Timpanogos,Natural,,Density Change,,,,West,"11,600'","40.382244413128, -111.643237201250",,,,,,,,,,,,,11600.0,End
539,2023-02-19,Salt Lake,Red Pine Gulch,Natural,,New Snow/Old Snow Interface,,,,Northeast,,"40.534562623214, -111.694328772130",,,,,,,,,,,,,,Start
540,2023-04-22,Logan,"Mt. Magog, South Ridge",Natural,Cornice Triggered,New Snow/Old Snow Interface,"12""",,700',East,"9,400'","41.913065083527, -111.653357492950",,,,,,,,,,12.0,,8400.0,9400.0,Middle
541,2014-02-11,Uintas,Upper Weber Canyon,Natural,Cornice Triggered,Ground Interface,4',175',350',Northeast,"10,400'","40.758024000000, -111.001053000000",,,,,,,,,,48.0,2100.0,4200.0,10400.0,Start
542,2010-01-27,Salt Lake,Wilson Chutes,Skier,Unintentionally Triggered,Facets,3',"1,500'",800',Northeast,"9,800'","40.673413000000, -111.670833000000",,,,,,,,,,36.0,18000.0,9600.0,9800.0,Start
543,2016-01-22,Salt Lake,Mill Creek Ridgeline,Natural,,Density Change,,20',200',Northeast,"9,000'",,,,,,,,,,,,240.0,2400.0,9000.0,Start
544,2018-11-05,Salt Lake,Baldy,Skier,,,"6""",15',,Northeast,"11,000'","40.568482592428, -111.638037922100",,,,,,,,,,6.0,180.0,,11000.0,End
545,2011-03-22,Logan,Cornice Ridge,Natural,,New Snow/Old Snow Interface,3',"1,000'",600',Northeast,"9,000'","41.897326000000, -111.668086000000",,,,,,,,,,36.0,12000.0,7200.0,9000.0,Start
546,2015-12-21,Skyline,Staker,Natural,,Facets,,,,Northeast,"10,200'","39.535126533607, -111.278929755080",,,,,,,,,,,,,10200.0,End
547,2014-01-17,Provo,South Fork Provo R.,Skier,Remotely Triggered,Facets,2',250',700',East,"9,800'",,,,,,,,,,,24.0,3000.0,8400.0,9800.0,Start
548,2014-02-14,Salt Lake,Salt Lake,,,,,,,,,,,,,,,,,,,,,,,Start
549,2022-03-30,Salt Lake,Raymond Peak,,,,,,,East,"9,800'","40.658555205739, -111.700093984780",,,,,,,,,,,,,9800.0,Start
550,2020-03-02,Salt Lake,Cardiac Ridge,Skier,,,"4""",20',,Northeast,"10,800'",,,,,,,,,,,4.0,240.0,,10800.0,Start
551,2020-01-27,Salt Lake,Cardiff Fork,Natural,,,"12""",40',200',,,"40.599030239558, -111.664094912120",,,,,,,,,,12.0,480.0,2400.0,,Start
552,2022-11-29,Salt Lake,Rocky Point,Skier,,,,,,East,"10,500'","40.578634860757, -111.598020369440",,,,,,,,,,,,,10500.0,End
553,2013-12-07,Salt Lake,Butler Basin,Natural,,,"8""",500',450',Northeast,"10,100'","40.666442000000, -111.682656000000",,,,,,,,,,8.0,6000.0,5400.0,10100.0,End
554,2019-02-14,Logan,East Faces-Wellsville Range,Natural,Cornice Triggered,New Snow/Old Snow Interface,,250',"2,500'",East,"8,600'","41.671533407815, -112.026965605290",,,,,,,,,,,3000.0,30000.0,8600.0,Start
555,2021-02-17,Salt Lake,Little Pine,Explosive,Intentionally Triggered,Facets,,,,South,,,,,,,,,,,,,,,,Start
556,2014-11-23,Salt Lake,South Monitor Bowl,Skier,Remotely Triggered,Facets,"18""",200',150',North,"10,000'","40.630877679648, -111.570436552900",,,,,,,,,,18.0,2400.0,1800.0,10000.0,End
557,2015-12-25,Skyline,North Fork Coal Fork,Natural,,Facets,,,,Northeast,"10,200'","39.488329110222, -111.334590956570",,,,,,,,,,,,,10200.0,End
558,2012-12-28,Salt Lake,Gobblers Knob,Skier,Remotely Triggered,Facets,2',175',450',Northwest,"9,500'","40.668146000000, -111.689994000000",,,,,,,,,,24.0,2100.0,5400.0,9500.0,End
559,2012-01-29,Skyline,Lake Canyon,Unknown,,Depth Hoar,3',125',200',North,"10,000'","39.571326000000, -111.309142000000",,,,,,,,,,36.0,1500.0,2400.0,10000.0,Start
560,2021-02-02,Logan,Three Terraces,Snowmobiler,Remotely Triggered,Facets,,,,East,"9,500'","41.702973068783, -111.710958468020",,,,,,,,,,,,,9500.0,Start
561,2023-03-27,Salt Lake,Butler Fork,Natural,,New Snow,,,,South,"9,200'","40.661433678932, -111.674909578850",,,,,,,,,,,,,9200.0,Start
562,2021-01-28,Salt Lake,Willows,Skier,,,2.5',40',,North,"9,300'","40.632392881868, -111.582271443920",,,,,,,,,,30.0,480.0,,9300.0,Start
563,2019-01-07,Logan,Mitton Peak,Natural,,Facets,3',,"2,000'",Southeast,"8,000'","41.610180278895, -112.001237856420",,,,,,,,,,36.0,,24000.0,8000.0,Start
564,2017-01-24,Ogden,Black Canyon,,,,,,,South,"6,800'","41.388078554474, -111.938409792530",,,,,,,,,,,,,6800.0,Start
565,2014-11-23,Salt Lake,Scotts Bowl,Skier,Remotely Triggered,Facets,3',500',600',Northeast,"9,800'","40.614101509563, -111.558499756240",,,,,,,,,,36.0,6000.0,7200.0,9800.0,End
566,2022-02-23,Skyline,Bacon Rind Canyon,Natural,,Facets,"20""",350',250',Northeast,"9,600'","39.462410109476, -111.303091036440",,,,,,,,,,20.0,4200.0,3000.0,9600.0,Start
567,2011-02-23,Logan,Steam Mill #3,Skier,Intentionally Triggered,Density Change,"12""",90',,Northeast,"9,000'","41.958948000000, -111.621437000000",,,,,,,,,,12.0,1080.0,,9000.0,Start
568,2021-01-23,Salt Lake,Moonlight,Natural,,,,300',,East,"9,300'",,,,,,,,,,,,3600.0,,9300.0,Start
569,2023-03-23,Salt Lake,Microwave,Skier,,,"12""",100',200',West,"10,300'","40.588740777584, -111.611695276820",,,,,,,,,,12.0,1200.0,2400.0,10300.0,Start
570,2014-02-08,Provo,Box Elder,Unknown,,,"18""",,,East,,"40.494579000000, -111.696281000000",,,,,,,,,,18.0,,,,Start
571,2019-03-18,SE Idaho,Andrew Nyman Peak,Unknown,,Wet grains,,,,East,"9,200'","42.048400338874, -111.649031626290",,,,,,,,,,,,,9200.0,Start
572,2018-12-05,Moab,Gold Basin,Natural,,Facets,3.5',250',600',North,"11,800'",,,,,,,,,,,42.0,3000.0,7200.0,11800.0,End
573,2015-11-11,Salt Lake,Mt Baldy,Skier,Unintentionally Triggered,New Snow,"15""",60',150',Northeast,"10,500'","40.569860426998, -111.638967978100",1.0,1.0,1.0,,,,,,,15.0,720.0,1800.0,10500.0,End
574,2021-03-14,Salt Lake,East Bowl,Snowboarder,,,"6""",5',,West,"10,100'","40.601816187224, -111.615439640580",,,,,,,,,,6.0,60.0,,10100.0,Start
575,2023-04-04,Salt Lake,Grandeur,Natural,,,"12""",200',,North,"7,400'","40.705465273179, -111.769044386430",,,,,,,,,,12.0,2400.0,,7400.0,Middle
576,2021-02-17,Salt Lake,East Hellgate,Explosive,Intentionally Triggered,Facets,,,,Southwest,,,,,,,,,,,,,,,,Start
577,2022-03-09,Logan,Three Terraces,Natural,Cornice Triggered,New Snow/Old Snow Interface,"12""",80',500',Southeast,"9,500'","41.702398935979, -111.711494909820",,,,,,,,,,12.0,960.0,6000.0,9500.0,Start
578,2011-03-29,Ogden,Willard Peak,Snowmobiler,,New Snow,"15""",250',400',East,"9,200'","41.393745000000, -111.967163000000",,,,,,,,,,15.0,3000.0,4800.0,9200.0,Start
579,2021-02-16,Salt Lake,Coalpit,Natural,Unintentionally Triggered,Facets,,,,North,,"40.561807970704, -111.749496447140",,,,,,,,,,,,,,Start
580,2014-02-17,Uintas,Upper Weber Canyon,Unknown,Remotely Triggered,Ground Interface,4',300',350',Northeast,"10,000'",,,,,,,,,,,48.0,3600.0,4200.0,10000.0,Start
581,2021-03-14,Moab,Moab,Natural,,,4',350',900',Northeast,"10,800'",,,,,,,,,,,48.0,4200.0,10800.0,10800.0,Start
582,2018-01-10,Salt Lake,Claytons,Skier,Remotely Triggered,New Snow/Old Snow Interface,"14""","1,000'",300',East,"10,300'","40.593228864162, -111.560068117720",,,,,,,,,,14.0,12000.0,3600.0,10300.0,Start
583,2023-03-29,Salt Lake,Room of Doom,Natural,,New Snow,,,,North,"10,200'","40.601438421153, -111.669673906860",,,,,,,,,,,,,10200.0,Start
584,2011-03-01,Skyline,GE Hill,Natural,,,"20""",,,North,"9,700'","39.631374000000, -111.330428000000",,,,,,,,,,20.0,,,9700.0,Start
585,2019-11-27,Salt Lake,Davenport Hill,Snowboarder,Intentionally Triggered,,"12""",15',,Northeast,"10,000'","40.599754841604, -111.620321797970",,,,,,,,,,12.0,180.0,,10000.0,End
586,2014-01-12,Uintas,Smith-Moorehouse,Skier,Intentionally Triggered,Facets,3',100',800',East,"9,400'","40.727000000000, -111.125000000000",,,,,,,,,,36.0,1200.0,9600.0,9400.0,Start
587,2022-11-09,Provo,Elk Point,Natural,,Density Change,,400',"3,250'",Northeast,"10,600'","40.395314898323, -111.621908701950",,,,,,,,,,,4800.0,39000.0,10600.0,End
588,2021-12-15,Logan,Tony Grove Lake,Natural,,Facets,"14""",100',175',Northeast,"8,300'","41.891640916959, -111.644675718850",,,,,,,,,,14.0,1200.0,2100.0,8300.0,End
589,2023-03-16,Salt Lake,Pioneer Ridge,Natural,,,3',100',,Southeast,"10,000'","40.581571923309, -111.578194667290",,,,,,,,,,36.0,1200.0,,10000.0,Start
590,2016-12-09,Salt Lake,No Name Bowl,Skier,Unintentionally Triggered,Facets,"12""",50',250',Northeast,"9,800'",,,,,,,,,,,12.0,600.0,3000.0,9800.0,End
591,2009-12-17,Uintas,Double Hill,Snowmobiler,Remotely Triggered,Facets,,300',400',Northeast,"9,800'","40.833996000000, -110.960129000000",,,,,,,,,,,3600.0,4800.0,9800.0,End
592,2018-11-25,Salt Lake,Reynolds East Face Shoulder,Skier,,,,,,North,"9,000'","40.660920944758, -111.643613564100",,,,,,,,,,,,,9000.0,End
